id,pid,ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,test_set,central_air_dum,porch,log_saleprice,log_lot_area,log_1st_flr_sf,log_gr_liv_area,dum_nh_Blueste,dum_nh_BrDale,dum_nh_BrkSide,dum_nh_ClearCr,dum_nh_CollgCr,dum_nh_Crawfor,dum_nh_Edwards,dum_nh_Gilbert,dum_nh_Greens,dum_nh_GrnHill,dum_nh_IDOTRR,dum_nh_Landmrk,dum_nh_MeadowV,dum_nh_Mitchel,dum_nh_NAmes,dum_nh_NPkVill,dum_nh_NWAmes,dum_nh_NoRidge,dum_nh_NridgHt,dum_nh_OldTown,dum_nh_SWISU,dum_nh_Sawyer,dum_nh_SawyerW,dum_nh_Somerst,dum_nh_StoneBr,dum_nh_Timber,dum_nh_Veenker,dum_zone_C (all),dum_zone_FV,dum_zone_I (all),dum_zone_RH,dum_zone_RL,dum_zone_RM,dum_cond1_Feedr,dum_cond1_Norm,dum_cond1_PosA,dum_cond1_PosN,dum_cond1_RRAe,dum_cond1_RRAn,dum_cond1_RRNe,dum_cond1_RRNn,dum_found_CBlock,dum_found_PConc,dum_found_Slab,dum_found_Stone,dum_found_Wood,dum_misc_Elev,dum_misc_Gar2,dum_misc_Othr,dum_misc_Shed,dum_misc_TenC,dum_elect_FuseF,dum_elect_FuseP,dum_elect_Mix,dum_elect_SBrkr,dum_gartype_2Types,dum_gartype_Attchd,dum_gartype_Basment,dum_gartype_BuiltIn,dum_gartype_CarPort,dum_gartype_Detchd
1751,528240020,60,62.0,8244,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,Gd,3,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,7,1,4,2004.0,3,2.0,440.0,3,3,Y,100,48,0,0,0,0,0,0,0,5,2007,WD ,183500,False,1,148,12.119969946476761,9.01724094201035,6.733401891837359,7.450079569807499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
705,902135020,20,60.0,6000,Pave,2,Reg,Bnk,AllPub,Inside,Mod,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,Fa,3,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,N,936,0,0,936,0.0,0.0,1,0,2,1,3,4,5,0,0,1974.0,1,2.0,576.0,3,3,Y,0,32,112,0,0,0,0,0,0,2,2009,WD ,93000,False,0,144,11.440354772135393,8.699514748210191,6.841615476477592,6.841615476477592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1744,528228375,120,0,3621,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,Gd,3,Gd,GLQ,1084.0,Unf,0.0,322.0,1406.0,GasA,Ex,Y,1589,0,0,1589,1.0,0.0,2,0,2,1,4,7,7,1,3,2003.0,3,3.0,630.0,3,3,Y,143,20,0,0,0,0,0,0,0,11,2007,WD ,226500,False,1,163,12.330500223905226,8.19450550976564,7.370860166536716,7.370860166536716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
357,527163040,60,59.0,7837,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,Gd,3,No,Unf,0.0,Unf,0.0,799.0,799.0,GasA,Gd,Y,799,772,0,1571,0.0,0.0,2,1,3,1,3,7,7,1,3,1993.0,2,2.0,380.0,3,3,Y,0,40,0,0,0,0,0,0,0,5,2009,WD ,178000,False,1,40,12.089538829274222,8.966611387052865,6.683360945766275,7.359467638255621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2133,907192120,20,72.0,10665,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,Gd,3,Av,GLQ,1013.0,Unf,0.0,440.0,1453.0,GasA,Ex,Y,1479,0,0,1479,1.0,0.0,2,0,3,1,4,7,7,0,0,2003.0,2,2.0,558.0,3,3,Y,144,29,0,0,0,0,0,0,0,6,2007,WD ,226000,False,1,173,12.328290278254423,9.274722630905451,7.2991214627108,7.2991214627108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
989,924100060,60,70.0,10457,Pave,0,IR1,Lvl,AllPub,Inside,Mod,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,5,TA,3,Gd,BLQ,496.0,LwQ,288.0,0.0,784.0,GasA,Ex,Y,784,848,0,1632,0.0,0.0,1,1,4,1,3,7,7,1,3,1969.0,2,2.0,898.0,3,3,Y,0,173,368,0,0,0,0,1,0,4,2009,WD ,173000,False,1,541,12.061046873479915,9.25502688959859,6.664409020350408,7.397561535524052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
562,532378120,20,60.0,8281,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,TA,3,No,Rec,553.0,BLQ,311.0,0.0,864.0,GasA,Gd,Y,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,1,1,1965.0,1,1.0,360.0,3,3,Y,0,0,236,0,0,0,0,2,0,12,2009,WD ,62383,False,1,236,11.041048081342682,9.0217190130337,6.761572768804055,6.761572768804055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1054,528104080,60,67.0,14948,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,5,3,Ex,3,Av,GLQ,1330.0,Unf,0.0,122.0,1452.0,GasA,Ex,Y,1476,1237,0,2713,1.0,0.0,2,1,3,1,5,11,7,1,4,2008.0,3,3.0,858.0,3,3,Y,126,66,0,0,0,0,0,0,0,11,2008,New,446261,False,1,192,13.008659261632127,9.612332790605375,7.297091005160418,7.905810312658931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2850,909250070,70,43.0,7000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,3,3,TA,3,No,ALQ,424.0,Unf,0.0,200.0,624.0,GasA,Ex,Y,743,736,0,1479,1.0,0.0,1,0,3,1,4,6,7,2,4,1926.0,1,1.0,312.0,3,3,Y,530,0,56,0,0,0,0,1,0,5,2006,WD ,160000,False,1,586,11.982929094215963,8.85366542803745,6.610696044717759,7.2991214627108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1082,528228405,120,0,3940,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,4,3,Gd,3,No,GLQ,1087.0,Unf,0.0,306.0,1393.0,GasA,Ex,Y,1576,0,0,1576,1.0,0.0,2,0,2,1,4,7,7,1,3,2004.0,2,3.0,668.0,3,3,Y,143,20,0,0,0,0,0,0,0,5,2008,WD ,219990,False,1,163,12.301337369755954,8.27893600229198,7.362645270417825,7.362645270417825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1440,907187080,20,93.0,9382,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,Gd,3,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,1479,0,0,1479,0.0,0.0,2,0,3,1,4,6,7,0,0,1999.0,2,2.0,577.0,3,3,Y,120,25,0,0,0,0,0,0,0,7,2008,WD ,191000,False,1,145,12.160028707028767,9.146548238888403,7.2991214627108,7.2991214627108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2006,903201090,40,55.0,6854,Pave,0,Reg,Bnk,AllPub,Inside,Mod,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,TA,3,No,LwQ,317.0,Rec,227.0,212.0,756.0,GasA,TA,N,916,144,0,1060,1.0,0.0,1,0,1,1,3,6,4,1,4,1969.0,1,1.0,308.0,2,3,Y,0,65,0,0,150,0,0,0,0,8,2007,WD ,136500,False,0,215,11.824079893607152,8.832587702434553,6.82001636467413,6.966024187106113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2082,905475520,30,0,11515,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,TA,N,943,0,0,943,0.0,0.0,1,0,3,1,4,5,5,0,0,1958.0,1,1.0,308.0,3,3,N,0,0,60,0,0,0,0,0,0,8,2007,WD ,80000,False,0,60,11.289781913656018,9.351405812254786,6.849066282633458,6.849066282633458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2344,527302080,50,0,13837,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,Gd,4,No,GLQ,1002.0,LwQ,202.0,0.0,1204.0,GasA,Gd,Y,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,7,0,0,1988.0,1,3.0,786.0,3,3,Y,0,0,0,0,0,0,0,0,0,2,2006,WD ,229000,False,1,0,12.341477282536376,9.535101442669385,7.227662498728654,7.688455356549944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
248,906223090,60,80.0,9938,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,Gd,3,No,GLQ,750.0,Unf,0.0,300.0,1050.0,GasA,Ex,Y,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,7,1,3,1993.0,3,2.0,574.0,3,3,Y,156,90,0,0,0,0,0,2,0,6,2010,WD ,236000,False,1,246,12.371587084007746,9.204121072162266,6.967909201801884,7.575071699507561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2276,921128030,20,85.0,12633,Pave,0,IR1,HLS,AllPub,Inside,Gtl,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,5,3,Ex,3,Gd,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Ex,Y,1824,0,0,1824,0.0,0.0,2,0,3,1,5,8,7,1,4,2006.0,3,3.0,932.0,3,3,Y,160,36,0,0,108,0,0,0,0,9,2007,New,392000,False,1,304,12.8790171187726,9.444067716830038,7.508787170634276,7.508787170634276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
755,903451090,70,57.0,6876,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,TA,2,No,BLQ,522.0,Unf,0.0,198.0,720.0,GasA,Fa,Y,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,7,0,0,1927.0,1,1.0,316.0,3,3,Y,0,0,213,0,0,0,0,1,0,8,2009,WD ,149000,False,1,213,11.911701584927597,8.83579236650274,7.044032897274685,7.5652752818989315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1178,533236090,160,36.0,3951,Pave,2,IR1,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,5,3,Gd,3,Mn,BLQ,128.0,GLQ,842.0,0.0,970.0,GasA,Ex,Y,1469,924,0,2393,1.0,0.0,2,1,2,1,5,7,7,1,3,1998.0,3,2.0,846.0,3,3,Y,0,90,0,0,94,0,0,0,0,2,2008,WD ,345000,False,1,184,12.751299696013497,8.281723990411392,7.292337176173877,7.780303087908373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2636,902100110,70,62.0,9856,Pave,1,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,Fa,3,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,Ex,Y,1007,1007,0,2014,0.0,0.0,2,0,5,1,3,8,7,0,0,1900.0,1,2.0,624.0,3,3,Y,0,72,167,0,0,0,0,0,0,6,2006,WD ,169000,False,1,239,12.037653993905211,9.1958356857733,6.914730892718563,7.607878073278507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2077,905377050,20,84.0,17808,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,TA,3,No,Unf,0.0,Unf,0.0,484.0,484.0,GasA,TA,N,1242,0,0,1242,0.0,0.0,1,0,2,1,3,4,4,0,0,1946.0,1,1.0,336.0,3,3,N,0,0,0,0,0,0,0,0,0,7,2007,WD ,109900,False,0,0,11.607326140391713,9.787403073515327,7.124478262493424,7.124478262493424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2930,924151050,60,74.0,9627,Pave,0,Reg,Lvl,AllPub,Inside,Mod,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,3,3,Gd,3,Av,LwQ,758.0,Unf,0.0,238.0,996.0,GasA,Ex,Y,996,1004,0,2000,0.0,0.0,2,1,3,1,3,9,7,1,3,1993.0,3,3.0,650.0,3,3,Y,190,48,0,0,0,0,0,0,0,11,2006,WD ,188000,False,1,238,12.144197241812087,9.172326929777967,6.903747257584598,7.600902459542082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
737,903227090,50,50.0,6000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,TA,3,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,825,587,0,1412,0.0,0.0,1,0,4,1,3,6,7,1,4,1939.0,1,1.0,280.0,3,3,Y,45,0,0,0,0,0,0,0,0,5,2009,WD ,132500,False,1,45,11.794337924408413,8.699514748210191,6.715383386334681,7.252762418053187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
837,907126050,20,65.0,9757,Pave,0,Reg,Low,AllPub,Inside,Mod,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,TA,3,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,Ex,Y,990,0,0,990,1.0,0.0,1,0,3,1,3,5,7,0,0,1995.0,2,1.0,440.0,3,3,Y,66,0,0,0,92,0,0,0,0,10,2009,WD ,143000,False,1,158,11.870599909242044,9.18574025510795,6.897704943128636,6.897704943128636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2086,905478140,20,58.0,9280,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Fa,3,No,ALQ,557.0,Unf,0.0,785.0,1342.0,GasA,Ex,Y,1342,0,0,1342,1.0,0.0,1,0,4,1,3,7,7,0,0,1951.0,1,1.0,256.0,3,3,Y,0,0,0,0,0,0,0,0,0,4,2007,WD ,125000,False,1,0,11.736069016284437,9.135616825780247,7.201916317531627,7.201916317531627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2385,528114010,20,120.0,14780,Pave,0,IR1,HLS,AllPub,Corner,Mod,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,5,3,Ex,3,Gd,GLQ,1505.0,Unf,0.0,363.0,1868.0,GasA,Ex,Y,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,7,1,4,2005.0,3,3.0,1085.0,3,3,Y,354,56,0,0,156,0,0,0,0,6,2006,WD ,415000,False,1,566,12.936033799212835,9.601030194502194,7.532623618788788,7.532623618788788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
189,902402130,70,60.0,7740,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Fa,3,No,Unf,0.0,Unf,0.0,622.0,622.0,GasA,Gd,Y,741,622,0,1363,0.0,0.0,1,0,3,1,3,6,7,0,0,1966.0,1,2.0,528.0,3,3,Y,0,0,0,0,168,0,0,0,0,6,2010,WD ,125500,False,1,168,11.740061037553975,8.954156966583772,6.608000625296087,7.217443431696533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
635,535175030,20,80.0,9600,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,TA,3,No,Rec,620.0,LwQ,620.0,0.0,1240.0,GasA,Gd,Y,1632,0,0,1632,1.0,0.0,2,0,3,1,3,6,6,1,4,1958.0,2,1.0,338.0,3,3,Y,289,0,0,0,0,0,0,1,0,4,2009,WD ,139000,False,1,289,11.842229212112828,9.169518377455928,7.397561535524052,7.397561535524052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
432,528110010,60,97.0,13478,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,5,3,Ex,3,Gd,GLQ,1338.0,Unf,0.0,384.0,1722.0,GasA,Ex,Y,1728,568,0,2296,1.0,0.0,2,1,3,1,5,10,7,1,4,2008.0,2,3.0,842.0,3,3,Y,382,274,0,0,0,0,0,0,0,6,2009,ConLI,451950,False,1,656,13.021326833226556,9.508814005506162,7.454719949364001,7.738923757439457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
900,908275040,90,65.0,10926,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,TA,3,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,TA,Y,1678,0,0,1678,0.0,0.0,2,0,6,2,3,10,7,0,0,,0,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,0,0,8,2009,WD ,119900,False,1,0,11.694413341015606,9.298900548955663,7.425357887027151,7.425357887027151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
966,916455070,20,0,6853,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,4,3,Ex,3,No,GLQ,1005.0,Unf,0.0,262.0,1267.0,GasA,Ex,Y,1296,0,0,1296,1.0,0.0,2,0,2,1,4,6,7,0,0,2001.0,3,2.0,471.0,3,3,Y,192,25,0,0,0,0,0,0,0,6,2009,WD ,220000,False,1,217,12.301382825334498,8.832441791585824,7.16703787691222,7.16703787691222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1612,526352080,20,85.0,10667,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,3,3,TA,3,No,BLQ,838.0,Unf,0.0,749.0,1587.0,GasA,TA,Y,1587,0,0,1587,0.0,0.0,2,0,3,1,3,7,7,1,4,1971.0,1,2.0,525.0,3,3,Y,0,44,0,0,0,0,0,0,0,3,2007,WD ,167300,False,1,44,12.027543886974914,9.274910142625483,7.369600720526409,7.369600720526409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
904,909101100,50,45.0,8212,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,TA,3,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,Ex,Y,854,444,0,1298,0.0,0.0,1,0,3,1,3,6,7,2,4,1940.0,1,1.0,256.0,3,3,Y,84,0,0,0,0,0,0,0,0,9,2009,WD ,122000,False,1,84,11.711776323715394,9.013351778138825,6.74993119378857,7.168579897264035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
